agent_name,inventory,backlog,placed_order,weekly_cost
Wholesaler,188,4,0,219
Retailer,130,0,7,118
Distributor,341,0,0,341
Wholesaler,184,7,0,387
Retailer,118,0,42,90
Distributor,341,0,0,376
Wholesaler,177,42,7,390
Retailer,90,0,51,73
Distributor,341,7,0,669
Wholesaler,135,51,67,169
Retailer,73,0,17,99
Distributor,334,67,0,482
Wholesaler,84,17,43,74
Retailer,99,0,0,132
Distributor,267,43,0,224
Wholesaler,74,0,0,141
Retailer,132,0,0,130
Distributor,224,0,0,224
Wholesaler,141,0,0,304
Retailer,130,0,24,103
Distributor,224,0,0,224
Wholesaler,184,24,0,305
Retailer,103,0,29,87
Distributor,224,0,0,224
Wholesaler,160,29,0,306
Retailer,87,0,35,88
Distributor,224,0,0,419
Wholesaler,131,35,39,301
Retailer,88,0,41,88
Distributor,224,39,0,615
Wholesaler,96,41,86,220
Retailer,88,0,33,95
Distributor,185,86,87,459
Wholesaler,55,33,72,131
Retailer,95,0,14,111
Distributor,99,72,145,27
Wholesaler,61,14,0,223
Retailer,111,0,18,113
Distributor,27,0,0,114
Wholesaler,133,18,0,402
Retailer,113,0,43,92
Distributor,114,0,0,214
Wholesaler,187,43,0,244
Retailer,92,0,20,95
Distributor,214,0,0,259
Wholesaler,144,20,0,284
Retailer,95,0,32,103
Distributor,259,0,0,459
Wholesaler,124,32,40,197
Retailer,103,0,21,101
Distributor,259,40,0,469
Wholesaler,92,21,50,256
Retailer,101,0,37,98
Distributor,219,50,0,484
Wholesaler,71,37,63,279
Retailer,98,0,41,89
Distributor,169,63,57,396
Wholesaler,74,41,58,223
Retailer,89,0,28,99
Distributor,106,58,110,98
Wholesaler,83,28,10,238
Retailer,99,0,24,108
Distributor,48,10,15,95
Wholesaler,118,24,0,212
Retailer,108,0,12,112
Distributor,95,0,0,195
Wholesaler,152,12,0,180
Retailer,112,0,6,115
Distributor,195,0,0,220
Wholesaler,150,6,0,259
Retailer,115,0,23,102
Distributor,220,0,0,230
Wholesaler,144,23,2,371
Retailer,102,0,50,79
Distributor,220,2,0,613
Wholesaler,121,50,79,241
Retailer,79,0,34,84
Distributor,218,79,40,614
Wholesaler,71,34,95,39
Retailer,84,0,0,118
Distributor,139,95,151,44
Wholesaler,39,0,0,168
Retailer,118,0,10,121
Distributor,44,0,16,84
Wholesaler,118,10,0,358
Retailer,121,0,31,95
Distributor,84,0,0,184
Wholesaler,203,31,0,317
Retailer,95,0,29,88
Distributor,184,0,0,251
Wholesaler,172,29,0,258
Retailer,88,0,23,98
Distributor,251,0,0,266
Wholesaler,143,23,3,145
Retailer,98,0,5,111
Distributor,251,3,0,248
Wholesaler,120,5,0,605
Retailer,111,0,98,68
Distributor,248,0,0,1138
Wholesaler,115,98,178,355
Retailer,68,0,67,53
Distributor,248,178,208,670
Wholesaler,20,67,120,235
Retailer,53,0,0,129
Distributor,70,120,170,330
Wholesaler,0,47,16,556
Retailer,129,0,85,82
Distributor,0,66,132,379
Wholesaler,131,85,69,241
Retailer,82,0,25,102
Distributor,34,69,104,65
Wholesaler,116,25,0,157
Retailer,102,0,0,154
Distributor,65,0,0,165
Wholesaler,157,0,0,226
Retailer,154,0,0,144
Distributor,165,0,0,265
Wholesaler,226,0,0,326
Retailer,144,0,20,112
Distributor,100,0,0,100
Wholesaler,100,0,0,430
Retailer,100,0,66,67
Distributor,100,0,0,760
Wholesaler,100,66,132,519
Retailer,67,0,97,35
Distributor,100,132,200,830
Wholesaler,34,97,134,480
Retailer,35,0,33,84
Distributor,0,166,100,1790
Wholesaler,0,96,192,114
Retailer,84,0,22,98
Distributor,0,358,200,1810
Wholesaler,4,22,104,220
Retailer,98,0,26,134
Distributor,0,362,200,1750
Wholesaler,0,44,88,86
Retailer,134,0,6,116
Distributor,0,350,200,1250
Wholesaler,56,6,0,150
Retailer,116,0,0,135
Distributor,0,250,200,750
Wholesaler,150,0,0,345
Retailer,135,0,19,111
Distributor,0,150,200,250
Wholesaler,250,19,0,456
Retailer,111,0,25,93
Distributor,0,50,100,50
Wholesaler,331,25,0,506
Retailer,93,0,20,96
Distributor,50,0,0,150
Wholesaler,406,20,0,681
Retailer,96,0,49,86
Distributor,150,0,0,250
Wholesaler,436,49,0,557
Retailer,86,0,34,86
Distributor,250,0,0,350
Wholesaler,387,34,0,408
Retailer,86,0,11,112
Distributor,350,0,0,450
Wholesaler,353,11,0,342
Retailer,112,0,0,124
Distributor,450,0,0,550
Wholesaler,342,0,0,397
Retailer,124,0,11,112
Distributor,550,0,0,650
Wholesaler,342,11,0,591
Retailer,112,0,52,80
Distributor,650,0,0,750
Wholesaler,331,52,0,674
Retailer,80,0,79,56
Distributor,750,0,0,850
Wholesaler,279,79,0,430
Retailer,56,0,46,81
Distributor,850,0,0,850
Wholesaler,200,46,0,154
Retailer,81,0,0,135
Distributor,850,0,0,850
Wholesaler,154,0,0,154
Retailer,135,0,0,166
Distributor,850,0,0,850
Wholesaler,154,0,0,574
Retailer,166,0,84,91
Distributor,850,0,0,1420
Wholesaler,154,84,114,305
Retailer,91,0,47,72
Distributor,850,114,0,1356
Wholesaler,70,47,124,23
Retailer,72,0,0,134
Distributor,736,124,0,612
Wholesaler,23,0,0,137
Retailer,134,0,0,164
Distributor,612,0,0,612
Wholesaler,137,0,0,731
Retailer,164,0,94,85
Distributor,612,0,0,747
Wholesaler,261,94,27,472
Retailer,85,0,61,62
Distributor,612,27,0,860
Wholesaler,167,61,55,176
Retailer,62,0,14,121
Distributor,585,55,0,530
Wholesaler,106,14,0,119
Retailer,121,0,0,156
Distributor,530,0,0,530
Wholesaler,119,0,0,174
Retailer,156,0,0,154
Distributor,530,0,0,530
Wholesaler,174,0,0,214
Retailer,154,0,8,123
Distributor,530,0,0,530
Wholesaler,174,8,0,331
Retailer,123,0,33,95
Distributor,530,0,0,530
Wholesaler,166,33,0,398
Retailer,95,0,53,75
Distributor,530,0,0,895
Wholesaler,133,53,73,590
Retailer,75,0,102,53
Distributor,530,73,0,1357
Wholesaler,80,102,180,240
Retailer,53,0,26,90
Distributor,457,180,3,892
Wholesaler,0,48,123,25
Retailer,90,0,0,154
Distributor,277,123,69,154
Wholesaler,25,0,0,205
Retailer,154,0,0,184
Distributor,154,0,0,157
Wholesaler,205,0,0,328
Retailer,184,0,0,154
Distributor,157,0,0,226
Wholesaler,328,0,0,348
Retailer,154,0,4,125
Distributor,226,0,0,226
Wholesaler,328,4,0,509
Retailer,125,0,37,94
Distributor,226,0,0,226
Wholesaler,324,37,0,467
Retailer,94,0,36,81
Distributor,226,0,0,226
Wholesaler,287,36,0,501
Retailer,81,0,50,84
Distributor,226,0,0,226
Wholesaler,251,50,0,271
Retailer,84,0,14,103
Distributor,226,0,0,226
Wholesaler,201,14,0,192
Retailer,103,0,1,126
Distributor,226,0,0,226
Wholesaler,187,1,0,186
Retailer,126,0,0,124
Distributor,226,0,0,226
Wholesaler,186,0,0,401
Retailer,124,0,43,91
Distributor,226,0,0,226
Wholesaler,186,43,0,518
Retailer,91,0,75,58
Distributor,226,0,0,761
Wholesaler,143,75,107,353
Retailer,58,0,57,72
Distributor,226,107,88,849
Wholesaler,68,57,146,76
Retailer,72,0,13,117
Distributor,119,146,219,175
Wholesaler,11,13,8,105
Retailer,117,0,0,159
Distributor,0,35,82,53
Wholesaler,105,0,0,224
Retailer,159,0,0,153
Distributor,53,0,0,153
Wholesaler,224,0,0,259
Retailer,153,0,0,136
Distributor,153,0,0,253
Wholesaler,259,0,0,339
Retailer,136,0,16,110
Distributor,253,0,0,353
Wholesaler,259,16,0,433
Retailer,110,0,38,86
Distributor,353,0,0,354
Wholesaler,243,38,0,475
Retailer,86,0,54,74
Distributor,354,0,0,369
Wholesaler,205,54,3,361
Retailer,74,0,42,85
Distributor,354,3,0,516
Wholesaler,151,42,33,154
Retailer,85,0,9,115
Distributor,351,33,0,348
Wholesaler,109,9,6,103
Retailer,115,0,0,138
Distributor,318,6,0,312
Wholesaler,103,0,0,171
Retailer,138,0,7,120
Distributor,312,0,0,312
Wholesaler,136,7,0,775
Retailer,120,0,128,46
Distributor,312,0,0,1417
Wholesaler,135,128,221,552
Retailer,46,0,109,22
Distributor,312,221,230,626
Wholesaler,7,109,107,590
Retailer,22,0,16,117
Distributor,91,107,191,655
Wholesaler,0,118,115,253
Retailer,117,0,30,97
Distributor,0,131,200,155
Wholesaler,103,30,0,164
Retailer,97,0,0,184
Distributor,0,31,62,69
Wholesaler,164,0,0,454
Retailer,184,0,38,138
Distributor,69,0,0,169
Wholesaler,264,38,0,287
Retailer,138,0,6,116
Distributor,169,0,0,269
Wholesaler,257,6,0,251
Retailer,116,0,0,130
Distributor,269,0,0,369
Wholesaler,251,0,0,371
Retailer,130,0,24,106
Distributor,369,0,0,469
Wholesaler,251,24,0,407
Retailer,106,0,36,85
Distributor,469,0,0,552
Wholesaler,227,36,0,346
Retailer,85,0,31,89
Distributor,552,0,0,552
Wholesaler,191,31,0,325
Retailer,89,0,33,96
Distributor,552,0,0,582
Wholesaler,160,33,6,232
Retailer,96,0,21,103
Distributor,552,6,0,621
Wholesaler,127,21,15,166
Retailer,103,0,12,112
Distributor,546,15,0,591
Wholesaler,106,12,12,165
Retailer,112,0,13,110
Distributor,531,12,0,574
Wholesaler,100,13,11,152
Retailer,110,0,10,106
Distributor,519,11,0,538
Wholesaler,102,10,6,229
Retailer,106,0,25,97
Distributor,508,6,0,677
Wholesaler,104,25,35,815
Retailer,97,0,145,31
Distributor,502,35,0,1447
Wholesaler,90,145,196,615
Retailer,31,0,74,41
Distributor,467,196,25,946
Wholesaler,0,123,135,440
Retailer,41,0,0,122
Distributor,271,135,99,536
Wholesaler,0,88,80,108
Retailer,122,0,0,132
Distributor,136,80,99,81
Wholesaler,108,0,0,243
Retailer,132,0,0,197
Distributor,81,0,0,180
Wholesaler,243,0,0,323
Retailer,197,0,0,173
Distributor,180,0,0,279
Wholesaler,323,0,0,323
Retailer,173,0,0,140
Distributor,279,0,0,279
Wholesaler,323,0,0,333
Retailer,140,0,2,119
Distributor,279,0,0,279
Wholesaler,323,2,0,496
Retailer,119,0,35,92
Distributor,279,0,0,279
Wholesaler,321,35,0,526
Retailer,92,0,48,73
Distributor,279,0,0,279
Wholesaler,286,48,0,498
Retailer,73,0,52,78
Distributor,279,0,0,279
Wholesaler,238,52,0,206
Retailer,78,0,4,111
Distributor,279,0,0,279
Wholesaler,186,4,0,182
Retailer,111,0,0,139
Distributor,279,0,0,279
Wholesaler,182,0,0,287
Retailer,139,0,21,111
Distributor,279,0,0,279
Wholesaler,182,21,0,356
Retailer,111,0,39,86
Distributor,279,0,0,364
Wholesaler,161,39,17,387
Retailer,86,0,53,77
Distributor,279,17,0,682
Wholesaler,122,53,84,299
Retailer,77,0,46,85
Distributor,262,84,6,708
Wholesaler,69,46,106,40
Retailer,85,0,0,122
Distributor,178,106,134,72
Wholesaler,40,0,0,124
Retailer,122,0,0,150
Distributor,72,0,22,78
Wholesaler,124,0,0,230
Retailer,150,0,0,135
Distributor,78,0,0,178
Wholesaler,230,0,0,285
Retailer,135,0,11,112
Distributor,178,0,0,234
Wholesaler,230,11,0,379
Retailer,112,0,32,90
Distributor,234,0,0,234
Wholesaler,219,32,0,532
Retailer,90,0,69,66
Distributor,234,0,0,489
Wholesaler,187,69,51,438
Retailer,66,0,64,67
Distributor,234,51,0,733
Wholesaler,118,64,110,104
Retailer,67,0,10,113
Distributor,100,0,0,100
Wholesaler,100,0,0,300
Retailer,100,0,40,80
Distributor,100,0,0,500
Wholesaler,100,40,80,510
Retailer,80,0,90,45
Distributor,100,80,160,820
Wholesaler,60,90,160,375
Retailer,45,0,45,70
Distributor,20,160,120,1550
Wholesaler,0,75,170,145
Retailer,70,0,28,101
Distributor,0,310,200,1675
Wholesaler,5,28,125,15
Retailer,101,0,0,143
Distributor,0,335,200,1205
Wholesaler,0,3,6,97
Retailer,143,0,0,135
Distributor,0,241,200,705
Wholesaler,97,0,0,197
Retailer,135,0,0,123
Distributor,0,141,200,205
Wholesaler,197,0,0,372
Retailer,123,0,15,104
Distributor,0,41,82,59
Wholesaler,297,15,0,592
Retailer,104,0,42,81
Distributor,59,0,0,159
Wholesaler,382,42,0,591
Retailer,81,0,42,77
Distributor,159,0,0,259
Wholesaler,381,42,0,454
Retailer,77,0,23,98
Distributor,259,0,0,359
Wholesaler,339,23,0,736
Retailer,98,0,84,78
Distributor,359,0,0,459
Wholesaler,316,84,0,507
Retailer,78,0,55,73
Distributor,459,0,0,559
Wholesaler,232,55,0,177
Retailer,73,0,0,139
Distributor,559,0,0,659
Wholesaler,177,0,0,177
Retailer,139,0,0,175
Distributor,659,0,0,721
Wholesaler,177,0,0,177
Retailer,175,0,0,159
Distributor,721,0,0,721
Wholesaler,177,0,0,177
Retailer,159,0,0,142
Distributor,721,0,0,721
Wholesaler,177,0,0,177
Retailer,142,0,0,121
Distributor,721,0,0,721
Wholesaler,177,0,0,622
Retailer,121,0,89,66
Distributor,721,0,0,1226
Wholesaler,177,89,101,578
Retailer,66,0,98,34
Distributor,721,101,0,1560
Wholesaler,88,98,188,155
Retailer,34,0,21,101
Distributor,620,188,0,737
Wholesaler,0,31,61,70
Retailer,101,0,0,166
Distributor,432,61,0,371
Wholesaler,70,0,0,258
Retailer,166,0,0,166
Distributor,371,0,0,371
Wholesaler,258,0,0,319
Retailer,166,0,0,133
Distributor,371,0,0,371
Wholesaler,319,0,0,404
Retailer,133,0,17,108
Distributor,371,0,0,371
Wholesaler,319,17,0,602
Retailer,108,0,60,74
Distributor,371,0,0,371
Wholesaler,302,60,0,557
Retailer,74,0,63,64
Distributor,371,0,0,371
Wholesaler,242,63,0,269
Retailer,64,0,18,103
Distributor,371,0,0,371
Wholesaler,179,18,0,161
Retailer,103,0,0,143
Distributor,371,0,0,371
Wholesaler,161,0,0,161
Retailer,143,0,0,133
Distributor,371,0,0,371
Wholesaler,161,0,0,246
Retailer,133,0,17,108
Distributor,371,0,0,371
Wholesaler,161,17,0,284
Retailer,108,0,28,90
Distributor,371,0,0,431
Wholesaler,144,28,12,341
Retailer,90,0,45,81
Distributor,371,12,0,729
Wholesaler,116,45,74,276
Retailer,81,0,41,84
Distributor,359,74,0,780
Wholesaler,71,41,99,127
Retailer,84,0,17,106
Distributor,285,99,13,276
Wholesaler,42,17,18,104
Retailer,106,0,1,123
Distributor,186,18,0,168
Wholesaler,99,1,0,197
Retailer,123,0,0,122
Distributor,168,0,0,181
Wholesaler,197,0,0,280
Retailer,122,0,13,105
Distributor,181,0,0,181
Wholesaler,215,13,0,327
Retailer,105,0,25,90
Distributor,181,0,0,181
Wholesaler,202,25,0,362
Retailer,90,0,37,83
Distributor,181,0,0,181
Wholesaler,177,37,0,250
Retailer,83,0,22,93
Distributor,181,0,0,201
Wholesaler,140,22,4,118
Retailer,93,0,0,115
Distributor,181,4,0,177
Wholesaler,118,0,0,118
Retailer,115,0,0,120
Distributor,177,0,0,177
Wholesaler,118,0,0,352
Retailer,120,0,46,87
Distributor,177,0,0,527
Wholesaler,122,46,70,381
Retailer,87,0,61,63
Distributor,177,70,63,837
Wholesaler,76,61,146,220
Retailer,63,0,41,84
Distributor,107,146,207,680
Wholesaler,15,41,97,44
Retailer,84,0,0,128
Distributor,0,136,163,365
Wholesaler,44,0,0,151
Retailer,128,0,0,142
Distributor,0,73,146,27
Wholesaler,151,0,0,354
Retailer,142,0,28,107
Distributor,27,0,0,127
Wholesaler,214,28,0,444
Retailer,107,0,37,85
Distributor,127,0,0,227
Wholesaler,259,37,0,427
Retailer,85,0,41,86
Distributor,227,0,0,327
Wholesaler,222,41,0,326
Retailer,86,0,29,97
Distributor,327,0,0,427
Wholesaler,181,29,0,172
Retailer,97,0,4,117
Distributor,427,0,0,443
Wholesaler,152,4,0,148
Retailer,117,0,0,126
Distributor,443,0,0,443
Wholesaler,148,0,0,168
Retailer,126,0,4,113
Distributor,443,0,0,443
Wholesaler,148,4,0,339
Retailer,113,0,39,87
Distributor,443,0,0,613
Wholesaler,144,39,34,370
Retailer,87,0,53,69
Distributor,443,34,0,914
Wholesaler,105,53,101,282
Retailer,69,0,46,81
Distributor,409,101,0,838
Wholesaler,52,46,106,400
Retailer,81,0,72,81
Distributor,308,106,4,717
Wholesaler,40,72,103,264
Retailer,81,0,39,94
Distributor,202,103,104,114
Wholesaler,69,39,3,156
Retailer,94,0,4,131
Distributor,99,3,3,100
Wholesaler,136,4,0,235
Retailer,131,0,0,144
Distributor,100,0,0,200
Wholesaler,235,0,0,278
Retailer,144,0,8,120
Distributor,200,0,0,207
Wholesaler,238,8,0,430
Retailer,120,0,40,90
Distributor,207,0,0,207
Wholesaler,230,40,0,390
Retailer,90,0,40,79
Distributor,207,0,0,207
Wholesaler,190,40,0,285
Retailer,79,0,27,96
Distributor,207,0,0,227
Wholesaler,150,27,4,183
Retailer,96,0,12,112
Distributor,207,4,0,208
Wholesaler,123,12,1,176
Retailer,112,0,13,113
Distributor,203,1,0,257
Wholesaler,111,13,11,317
Retailer,113,0,43,91
Distributor,202,11,0,606
Wholesaler,102,43,83,340
Retailer,91,0,56,74
Distributor,191,83,75,813
Wholesaler,60,56,141,160
Retailer,74,0,29,94
Distributor,108,141,208,465
Wholesaler,15,29,60,69
Retailer,94,0,0,130
Distributor,0,93,175,90
Wholesaler,69,0,0,232
Retailer,130,0,11,124
Distributor,0,18,36,82
Wholesaler,177,11,0,471
Retailer,124,0,46,89
Distributor,82,0,0,182
Wholesaler,241,46,0,363
Retailer,89,0,30,85
Distributor,182,0,0,282
Wholesaler,213,30,0,278
Retailer,85,0,19,106
Distributor,282,0,0,382
Wholesaler,183,19,0,704
Retailer,106,0,108,64
Distributor,382,0,0,1161
Wholesaler,164,108,152,321
Retailer,64,0,53,65
Distributor,401,152,3,999
Wholesaler,56,53,150,3
Retailer,65,0,0,149
Distributor,249,150,151,99
Wholesaler,3,0,0,155
Retailer,149,0,0,178
Distributor,99,0,0,102
Wholesaler,155,0,0,305
Retailer,178,0,0,145
Distributor,102,0,0,202
Wholesaler,305,0,0,370
Retailer,145,0,13,116
Distributor,202,0,0,253
Wholesaler,305,13,0,522
Retailer,116,0,46,85
Distributor,253,0,0,253
Wholesaler,292,46,0,476
Retailer,85,0,46,76
Distributor,253,0,0,253
Wholesaler,246,46,0,390
Retailer,76,0,38,92
Distributor,253,0,0,253
Wholesaler,200,38,0,192
Retailer,92,0,6,116
Distributor,253,0,0,253
Wholesaler,162,6,0,186
Retailer,116,0,6,124
Distributor,253,0,0,253
Wholesaler,156,6,0,210
Retailer,124,0,12,109
Distributor,253,0,0,253
Wholesaler,150,12,0,763
Retailer,109,0,125,45
Distributor,253,0,0,1313
Wholesaler,138,125,212,408
Retailer,45,0,79,39
Distributor,253,212,271,606
Wholesaler,13,79,113,330
Retailer,39,0,0,136
Distributor,41,113,141,460
Wholesaler,0,66,20,146
Retailer,136,0,0,125
Distributor,0,92,184,8
Wholesaler,146,0,0,187
Retailer,125,0,0,174
Distributor,8,0,0,108
Wholesaler,187,0,0,279
Retailer,174,0,0,148
Distributor,108,0,0,208
Wholesaler,279,0,0,279
Retailer,148,0,0,132
Distributor,208,0,0,308
Wholesaler,279,0,0,319
Retailer,132,0,8,112
Distributor,308,0,0,408
Wholesaler,279,8,0,441
Retailer,112,0,34,89
Distributor,408,0,0,504
Wholesaler,271,34,0,542
Retailer,89,0,61,68
Distributor,504,0,0,504
Wholesaler,237,61,0,336
Retailer,68,0,32,85
Distributor,504,0,0,504
Wholesaler,176,32,0,144
Retailer,85,0,0,130
Distributor,100,0,0,100
Wholesaler,100,0,0,440
Retailer,100,0,68,66
Distributor,100,0,0,780
Wholesaler,100,68,136,532
Retailer,66,0,100,33
Distributor,100,136,200,840
Wholesaler,32,100,132,635
Retailer,33,0,59,71
Distributor,0,168,100,1840
Wholesaler,0,127,200,360
Retailer,71,0,45,79
Distributor,0,368,200,1840
Wholesaler,0,72,100,360
Retailer,79,0,0,164
Distributor,0,368,200,2060
Wholesaler,0,72,144,28
Retailer,164,0,0,148
Distributor,0,412,200,1560
Wholesaler,28,0,0,128
Retailer,148,0,0,196
Distributor,0,312,200,1060
Wholesaler,128,0,0,228
Retailer,196,0,0,178
Distributor,0,212,200,560
Wholesaler,228,0,0,328
Retailer,178,0,0,163
Distributor,0,112,200,60
Wholesaler,328,0,0,428
Retailer,163,0,0,146
Distributor,0,12,24,88
Wholesaler,428,0,0,528
Retailer,146,0,0,126
Distributor,88,0,0,188
Wholesaler,528,0,0,760
Retailer,126,0,44,91
Distributor,188,0,0,288
Wholesaler,540,44,0,891
Retailer,91,0,79,56
Distributor,288,0,0,388
Wholesaler,496,79,0,1037
Retailer,56,0,124,38
Distributor,388,0,0,488
Wholesaler,417,124,0,528
Retailer,38,0,47,85
Distributor,488,0,0,588
Wholesaler,293,47,0,246
Retailer,85,0,0,191
Distributor,588,0,0,688
Wholesaler,246,0,0,246
Retailer,191,0,0,206
Distributor,688,0,0,788
Wholesaler,246,0,0,246
Retailer,206,0,0,178
Distributor,788,0,0,888
Wholesaler,246,0,0,246
Retailer,178,0,0,147
Distributor,888,0,0,912
Wholesaler,246,0,0,511
Retailer,147,0,53,97
Distributor,912,0,0,912
Wholesaler,246,53,0,458
Retailer,97,0,53,72
Distributor,912,0,0,977
Wholesaler,193,53,13,255
Retailer,72,0,23,101
Distributor,912,13,0,929
Wholesaler,140,23,6,117
Retailer,101,0,0,134
Distributor,899,6,0,893
Wholesaler,117,0,0,130
Retailer,134,0,0,136
Distributor,893,0,0,893
Wholesaler,130,0,0,136
Retailer,136,0,0,119
Distributor,893,0,0,893
Wholesaler,136,0,0,341
Retailer,119,0,41,89
Distributor,893,0,0,1123
Wholesaler,136,41,46,490
Retailer,89,0,79,55
Distributor,893,46,0,1662
Wholesaler,95,79,163,206
Retailer,55,0,38,79
Distributor,847,163,0,1254
Wholesaler,16,38,114,54
Retailer,79,0,6,126
Distributor,684,114,0,570
Wholesaler,24,6,0,181
Retailer,126,0,0,143
Distributor,570,0,0,570
Wholesaler,181,0,0,295
Retailer,143,0,0,127
Distributor,570,0,0,570
Wholesaler,295,0,0,510
Retailer,127,0,43,92
Distributor,570,0,0,570
Wholesaler,295,43,0,492
Retailer,92,0,48,72
Distributor,570,0,0,570
Wholesaler,252,48,0,389
Retailer,72,0,37,89
Distributor,570,0,0,570
Wholesaler,204,37,0,167
Retailer,89,0,0,121
Distributor,570,0,0,570
Wholesaler,167,0,0,167
Retailer,121,0,0,141
Distributor,570,0,0,570
Wholesaler,167,0,0,312
Retailer,141,0,29,106
Distributor,570,0,0,570
Wholesaler,167,29,0,398
Retailer,106,0,52,77
Distributor,570,0,0,900
Wholesaler,138,52,66,356
Retailer,77,0,54,76
Distributor,570,66,0,1114
Wholesaler,86,54,122,172
Retailer,76,0,28,100
Distributor,504,122,0,672
Wholesaler,32,28,58,70
Retailer,100,0,0,133
Distributor,382,58,0,324
Wholesaler,70,0,0,227
Retailer,133,0,7,127
Distributor,324,0,0,324
Wholesaler,192,7,0,308
Retailer,127,0,13,107
Distributor,324,0,0,324
Wholesaler,243,13,0,470
Retailer,107,0,48,83
Distributor,324,0,0,324
Wholesaler,230,48,0,492
Retailer,83,0,62,67
